gene	Ambalavanan_25449221	Da_paepe_20718599	Hadchoul_data	Hamvas_30342483	Li_26030808	Torgerson_30113228	Wang_23897914	Ahmed_37839510	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Bhattacharya_33552042	Dai_34276789_data	Fulton_30459472	Gong_32412065	Luo_36514862_eqtl	Oji_mmuo_33177681_mRNA	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Shen_33093882	Siddiah_37123538	Tsotakos_35947545_down	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	maic_score	contributors
PIGR	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	1.244419704631024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4202609412413336	GENOMICS: Li_26030808, PROTEOMICS: Ahmed_37839510
AGT	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	1.2439733963081396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4198146329184493	PROTEOMICS: Zasada_31445514, GENOMICS: Li_26030808
IGHA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.244419704631024	0.0	0.0	1.1713183850061817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4157380896372054	TRANSCRIPTOMICS: Bharracharya_22723293, PROTEOMICS: Ahmed_37839510
IGKC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.244419704631024	1.2439733463081395	0.0	1.1713180950061817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4157377996372054	PROTEOMICS: Ahmed_37839510, TRANSCRIPTOMICS: Bharracharya_22723293
ANXA8L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.244419704631024	0.0	0.0	1.1713168650061818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4157365696372057	TRANSCRIPTOMICS: Bharracharya_22723293, PROTEOMICS: Ahmed_37839510
APOC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2439735863081398	0.0	1.1713180350061818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4152916213143216	PROTEOMICS: Zasada_31445514, TRANSCRIPTOMICS: Bharracharya_22723293
SERPINA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2439735463081398	0.0	1.1713178250061818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.106460804830499	0.0	0.0	0.0	2.4152913713143214	PROTEOMICS: Zasada_31445514, TRANSCRIPTOMICS: Bharracharya_22723293
HBG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2439735663081397	1.2539791653575123	0.0	0.0	0.0	1.1145744308659957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1509313104831096	2.404910475840622	PROTEOMICS: Zasada_31445514_day36GA, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
MANEAL	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2198360711013108	0.0	2.3956773077116207	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
IGLL5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2395259815230704	0.0	0.0	0.0	0.0	1.148705790071614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3882317715946844	TRANSCRIPTOMICS: Gong_32412065, PROTEOMICS: Zasada_31445514_day36GA
FCRL2	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.208737283394606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.085651475276847	0.0	0.0	2.384578520004916	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
TPP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.244419704631024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.138242427546855	2.382662132177879	PROTEOMICS: Ahmed_37839510, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
C1S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.282885533026396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.094106009059494	0.0	0.0	2.3769915420858903	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14, PROTEOMICS: Zasada_31445514_day36GA
RALGPS2	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1989431546960703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1192609754633822	2.37478439130638	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
FCRLA	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.197623953502628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.121864478152254	2.3734651901129378	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
AFF3	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1889098467560624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.364751083366372	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
HFM1	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1885524874869198	0.0	2.3643937240972295	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
LRG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2439734163081397	1.2563880293299192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.106460804830499	0.0	0.0	0.0	2.3628488341604186	PROTEOMICS: Zasada_31445514_day36GA, TRANSCRIPTOMICS: Windhorst_37090732
LGALS3BP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2439735163081398	1.273250077136768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0883917379280499	0.0	2.361641815064818	PROTEOMICS: Zasada_31445514_day36GA, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
HBG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2439734563081397	0.0	0.0	0.0	0.0	1.1145744608659958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3585479171741355	PROTEOMICS: Zasada_31445514, TRANSCRIPTOMICS: Fulton_30459472
HSPA6	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1798613813189722	0.0	2.355702617929282	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
WDR45B	1.2616075756984841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0913861110945449	0.0	0.0	2.3529936867930292	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14, GENOMICS: Ambalavanan_25449221
CYS1	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17589570657879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3517369431891	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
CNR2	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.174910666585542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3507519031958517	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
RRM2	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713180150061817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0872988165263444	1.1745052430934717	2.3503464797037816	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14, GENOMICS: Li_26030808
ZNF683	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1738362390532868	0.0	2.3496774756635963	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
WLS	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1737304359304668	2.3495716725407765	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
PATJ	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1733473302943866	2.3491885669046964	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
RSAD2	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0873058705601617	1.1722149442190075	2.3480561808293174	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
ASPM	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713181350061816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0872878366541334	1.0873004270565567	0.0	2.3471593716164914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
CD8A	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713180550061817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471592916164914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
IL1RL1	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713179550061816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0912165781590601	0.0	0.0	2.347159191616491	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
DEPDC1	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713178950061818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471591316164915	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
SELE	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713178850061816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471591216164915	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
CHIT1	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713178650061817	0.0	0.0	0.0	0.0	1.1068339815380213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471591016164917	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
PLA2G2A	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713178050061817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0872930287543774	0.0	2.347159041616491	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
KIF14	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713177450061818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.090383655476027	0.0	0.0	2.3471589816164915	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
ADORA3	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713176950061817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1502012240419062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471589316164914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
CD5L	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713176650061816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347158901616491	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
BUB1	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713176250061816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471588616164913	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
KMO	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713175850061817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471588216164916	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
CENPA	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713174950061818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0944524459276583	0.0	0.0	2.3471587316164912	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
IQGAP3	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713173650061817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347158601616491	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
NEK2	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713172450061817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471584816164914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
MARCO	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713172350061818	0.0	0.0	0.0	1.1234977064026077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471584716164915	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
RORC	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713171850061816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471584216164914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
KANK4	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713170750061817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347158311616491	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
FCER1A	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713170450061818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471582816164913	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
SLC44A5	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713169250061817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347158161616491	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
S100A3	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713169050061818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471581416164913	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
ITLN1	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	1.1713168350061818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3471580716164917	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
CLSPN	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1711075055205207	2.3469487421308304	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
URB2	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.168203310471355	1.117275065548403	2.3440445470816647	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
UTP25	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1655996904752572	2.341440927085567	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
FCRL1	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.164973729166009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3408149657763184	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
GPA33	0.0	0.0	0.0	0.0	1.1758412366103097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1295269290650818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.159851180876893	2.3356924174872025	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
