gene	Ambalavanan_25449221	Da_paepe_20718599	Hadchoul_data	Hamvas_30342483	Li_26030808	Torgerson_30113228	Wang_23897914	Ahmed_37839510	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Bhattacharya_33552042	Dai_34276789_data	Fulton_30459472	Gong_32412065	Luo_36514862_eqtl	Oji_mmuo_33177681_mRNA	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Shen_33093882	Siddiah_37123538	Tsotakos_35947545_down	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	maic_score	contributors
KDR	0.0	1.3594236234738646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08357355075123	0.0	0.0	2.442997174225095	GENOMICS: Da_paepe_20718599, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
PHGDH	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	1.244451884782164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4206959964441817	GENOMICS: Li_26030808, PROTEOMICS: Ahmed_37839510
S100A11	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	1.244451884782164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4206959964441817	GENOMICS: Li_26030808, PROTEOMICS: Ahmed_37839510
S100A14	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	1.244451884782164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4206959964441817	GENOMICS: Li_26030808, PROTEOMICS: Ahmed_37839510
SERPINC1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	1.244451884782164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4206959964441817	GENOMICS: Li_26030808, PROTEOMICS: Ahmed_37839510
PIGR	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	1.244451884782164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4206959964441817	GENOMICS: Li_26030808, PROTEOMICS: Ahmed_37839510
AGT	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	1.2439925179715943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.420236629633612	PROTEOMICS: Zasada_31445514, GENOMICS: Li_26030808
IGHA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.244451884782164	0.0	0.0	1.1713538173228961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41580570210506	TRANSCRIPTOMICS: Bharracharya_22723293, PROTEOMICS: Ahmed_37839510
IGKC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.244451884782164	1.2439924679715941	0.0	1.171353527322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41580541210506	PROTEOMICS: Ahmed_37839510, TRANSCRIPTOMICS: Bharracharya_22723293
ANXA8L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.244451884782164	0.0	0.0	1.1713522973228963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4158041821050604	TRANSCRIPTOMICS: Bharracharya_22723293, PROTEOMICS: Ahmed_37839510
APOC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2439927079715944	0.0	1.1713534673228962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4153461752944905	PROTEOMICS: Zasada_31445514, TRANSCRIPTOMICS: Bharracharya_22723293
SERPINA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2439926679715945	0.0	1.1713532573228962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1064844610192857	0.0	0.0	0.0	2.4153459252944907	PROTEOMICS: Zasada_31445514, TRANSCRIPTOMICS: Bharracharya_22723293
HBG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2439926879715943	1.2539994959974101	0.0	0.0	0.0	1.1146230970779776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1509744758850282	2.4049739718824386	PROTEOMICS: Zasada_31445514_day36GA, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
MANEAL	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2198639706958523	0.0	2.3961080823578698	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
IGLL5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2395439506577788	0.0	0.0	0.0	0.0	1.1487360982010104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.388280048858789	TRANSCRIPTOMICS: Gong_32412065, PROTEOMICS: Zasada_31445514_day36GA
FCRL2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2087915044136552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0856678596151952	0.0	0.0	2.385035616075673	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
TPP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.244451884782164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1382767866152859	2.38272867139745	PROTEOMICS: Ahmed_37839510, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
C1S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2829105866766728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0940965342361353	0.0	0.0	2.377007120912808	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14, PROTEOMICS: Zasada_31445514_day36GA
RALGPS2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1989927204694508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1192915068645186	2.3752368321314687	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
FCRLA	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.197672910208514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1218952499932928	2.3739170218705317	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
AFF3	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1889548954409097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3651990071029276	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
HFM1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1883495606831638	0.0	2.3645936723451815	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
LRG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2439925379715944	1.2564087535540154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1064844610192857	0.0	0.0	0.0	2.362893214573301	PROTEOMICS: Zasada_31445514_day36GA, TRANSCRIPTOMICS: Windhorst_37090732
LGALS3BP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2439926379715944	1.273273556450252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0888773913433205	0.0	2.3621509477935723	PROTEOMICS: Zasada_31445514_day36GA, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
HBG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2439925779715943	0.0	0.0	0.0	0.0	1.1146231270779776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.358615705049572	PROTEOMICS: Zasada_31445514, TRANSCRIPTOMICS: Fulton_30459472
HSPA6	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1796155354940707	0.0	2.3558596471560884	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
WDR45B	1.2616088165506913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.091384955391212	0.0	0.0	2.3529937719419034	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14, GENOMICS: Ambalavanan_25449221
CYS1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1759353285272305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.352179440189248	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
CNR2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1749498998387196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3511940115007373	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
RRM2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.1713534473228961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.087854997306925	1.1745729137292016	2.350817025391219	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14, GENOMICS: Li_26030808
WLS	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.173797177116101	2.350041288778119	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
ZNF683	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1735668968148105	0.0	2.349811008476828	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
PATJ	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1734136145650413	2.349657726227059	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
RSAD2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878613748196566	1.1722798883516001	2.348524000013618	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
ASPM	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.171353567322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0872992159934416	1.0878565018500077	0.0	2.347597678984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
CD8A	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.1713534873228961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3475975989849136	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
IL1RL1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.171353387322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.091215940991664	0.0	0.0	2.3475974989849138	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
DEPDC1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.1713533273228962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3475974389849137	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
SELE	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.171353317322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3475974289849137	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
CHIT1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.1713532973228962	0.0	0.0	0.0	0.0	1.1068612285970219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347597408984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
PLA2G2A	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.171353237322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.087849229598529	0.0	2.347597348984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
KIF14	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.1713531773228962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0903855658982322	0.0	0.0	2.3475972889849137	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
ADORA3	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.171353127322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1502255546304512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347597238984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
CD5L	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.171353097322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3475972089849138	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
BUB1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.171353057322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3475971689849136	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
KMO	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.171353017322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347597128984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
CENPA	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.1713529273228962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0944419114873858	0.0	0.0	2.347597038984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
IQGAP3	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.171352797322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347596908984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
NEK2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.1713526773228962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347596788984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
MARCO	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.1713526673228962	0.0	0.0	0.0	1.123523333535192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347596778984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
RORC	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.171352617322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3475967289849136	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
KANK4	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.171352507322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347596618984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
FCER1A	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.1713524773228963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347596588984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
SLC44A5	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.171352357322896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347596468984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
S100A3	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.1713523373228962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347596448984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
ITLN1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	1.1713522673228962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347596378984914	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808
CLSPN	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1711711543405794	2.347415266002597	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
URB2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.167916992069093	1.1173047541447152	2.3441611037311105	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
UTP25	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1656571335005026	2.3419012451625205	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
FCRL1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1650092364610134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.341253348123031	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065
GPA33	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.129560039360687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1599026044727518	2.3361467161347695	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14
